Experiment,Sigma,E2,Einf,TPR,PDE
0,0.0,0.003737742136765476,0.003737742136765476,1.0,ζ_t = (-1.00)∇•(ζ𝘂)
1,1.0,0.0036795556007296337,0.0036795556007296337,1.0,ζ_t = (-1.00)∇•(ζ𝘂)
1,2.0,0.0033777605269589284,0.0033777605269589284,1.0,ζ_t = (-1.00)∇•(ζ𝘂)
1,3.0,0.0020439477502691705,0.0020439477502691705,1.0,ζ_t = (-1.00)∇•(ζ𝘂)
1,4.0,0.0024121435344588438,0.0024121435344588438,1.0,ζ_t = (-1.00)∇•(ζ𝘂)
1,5.0,0.0013750302572916873,0.0013750302572916873,1.0,ζ_t = (-1.00)∇•(ζ𝘂)
1,6.0,0.0014252486549177767,0.0014252486549177767,1.0,ζ_t = (-1.00)∇•(ζ𝘂)
1,7.0,0.002235370722368346,0.002235370722368346,1.0,ζ_t = (-1.00)∇•(ζ𝘂)
1,8.0,0.004027808944594424,0.004027808944594424,1.0,ζ_t = (-1.00)∇•(ζ𝘂)
1,9.0,0.004646052670810863,0.004646052670810863,1.0,ζ_t = (-1.00)∇•(ζ𝘂)
1,10.0,0.006643849126577006,0.006643849126577006,1.0,ζ_t = (-0.99)∇•(ζ𝘂)
1,11.0,0.006674000211221998,0.006674000211221998,1.0,ζ_t = (-0.99)∇•(ζ𝘂)
1,12.0,0.01077757467021645,0.01077757467021645,1.0,ζ_t = (-0.99)∇•(ζ𝘂)
1,13.0,0.012192697994747204,0.012192697994747204,1.0,ζ_t = (-0.99)∇•(ζ𝘂)
1,14.0,0.012800433858452531,0.012800433858452531,1.0,ζ_t = (-0.99)∇•(ζ𝘂)
1,15.0,0.020777159203783535,0.020777159203783535,1.0,ζ_t = (-0.98)∇•(ζ𝘂)
1,16.0,0.023101209780341136,0.023101209780341136,1.0,ζ_t = (-0.98)∇•(ζ𝘂)
1,17.0,0.025931342198297846,0.025931342198297846,1.0,ζ_t = (-0.97)∇•(ζ𝘂)
1,18.0,0.029831972813186725,0.029831972813186725,1.0,ζ_t = (-0.97)∇•(ζ𝘂)
1,19.0,0.0323412277911409,0.0323412277911409,1.0,ζ_t = (-0.97)∇•(ζ𝘂)
1,20.0,0.03650638383564764,0.03650638383564764,1.0,ζ_t = (-0.96)∇•(ζ𝘂)
1,21.0,0.04343031627776284,0.04343031627776284,1.0,ζ_t = (-0.96)∇•(ζ𝘂)
1,22.0,0.05060811453494851,0.05060811453494851,1.0,ζ_t = (-0.95)∇•(ζ𝘂)
1,23.0,0.05223402598783511,0.05223402598783511,1.0,ζ_t = (-0.95)∇•(ζ𝘂)
1,24.0,0.057840124342000254,0.057840124342000254,1.0,ζ_t = (-0.94)∇•(ζ𝘂)
1,25.0,0.06316753204752523,0.06316753204752523,1.0,ζ_t = (-0.94)∇•(ζ𝘂)
